Id,OverallQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,GarageCars,GarageArea,YrSold
1957,6,1444.0,1444,1444,2,2.0,473.0,2008
1958,8,1236.0,1236,2340,2,3.0,787.0,2008
1959,5,896.0,896,1792,2,2.0,480.0,2008
1960,4,936.0,936,936,1,1.0,288.0,2008
1961,5,864.0,864,864,1,2.0,576.0,2008
1962,6,483.0,483,987,1,1.0,264.0,2008
1963,6,483.0,483,987,1,1.0,352.0,2008
1964,5,630.0,630,1302,2,1.0,264.0,2008
1965,6,855.0,855,1456,2,2.0,460.0,2008
1966,7,1055.0,1055,1055,2,2.0,440.0,2008
1967,8,1582.0,1582,1582,2,3.0,905.0,2008
1968,8,2418.0,2464,2464,2,3.0,650.0,2008
1969,9,1950.0,1950,1950,2,3.0,706.0,2008
1970,9,1850.0,1850,2748,2,3.0,850.0,2008
1971,10,1620.0,1632,2790,2,4.0,1150.0,2008
1972,9,1414.0,1414,2331,2,3.0,1003.0,2008
1973,8,948.0,948,2088,2,3.0,656.0,2008
1974,8,1148.0,1170,2332,2,3.0,756.0,2008
1975,10,2535.0,2470,2470,1,3.0,789.0,2008
1976,8,1603.0,1575,1575,2,3.0,732.0,2008
1977,8,1479.0,1515,2649,2,3.0,746.0,2008
1978,8,1765.0,1804,2690,2,3.0,795.0,2008
1979,9,1858.0,1866,1866,2,3.0,870.0,2008
1980,7,1367.0,1367,1367,2,2.0,484.0,2008
1981,9,1800.0,1800,1800,2,3.0,944.0,2008
1982,8,1342.0,1342,1342,2,2.0,550.0,2008
1983,8,1342.0,1342,1342,2,2.0,550.0,2008
1984,7,764.0,764,1626,2,2.0,474.0,2008
1985,7,1415.0,1455,1455,2,3.0,644.0,2008
1986,7,1393.0,1576,1576,2,3.0,668.0,2008
1987,7,1146.0,1246,1246,2,2.0,428.0,2008
1988,6,789.0,813,1515,2,2.0,393.0,2008
1989,7,840.0,840,1720,2,2.0,400.0,2008
1990,7,847.0,847,1986,2,2.0,434.0,2008
1991,7,1350.0,1358,1358,2,2.0,484.0,2008
1992,7,982.0,1008,1892,2,2.0,431.0,2008
1993,7,707.0,707,1414,2,2.0,403.0,2008
1994,7,1037.0,1037,2322,2,2.0,400.0,2008
1995,7,831.0,873,1651,2,2.0,450.0,2008
1996,8,1173.0,1182,2199,2,2.0,516.0,2008
1997,9,1519.0,1533,2172,2,3.0,687.0,2008
1998,8,1982.0,2006,2006,2,3.0,938.0,2008
1999,7,1064.0,1064,2125,2,2.0,576.0,2008
2000,8,1242.0,1251,2501,2,3.0,751.0,2008
2001,7,1080.0,1108,2197,2,3.0,783.0,2008
2002,7,1578.0,1578,1578,2,3.0,642.0,2008
2003,8,1341.0,1341,1861,3,3.0,851.0,2008
2004,8,955.0,955,1874,2,3.0,880.0,2008
2005,8,1460.0,1460,1460,2,2.0,480.0,2008
2006,8,1363.0,1372,1372,2,2.0,588.0,2008
2007,8,1660.0,1660,1660,2,3.0,660.0,2008
2008,7,1218.0,1218,1218,2,2.0,462.0,2008
2009,6,835.0,835,1696,2,2.0,542.0,2008
2010,7,835.0,835,1663,2,2.0,478.0,2008
2011,6,1175.0,1175,1175,1,0.0,0.0,2008
2012,7,1162.0,1162,1162,2,2.0,483.0,2008
2013,6,754.0,754,1609,2,2.0,525.0,2008
2014,6,886.0,886,1680,2,2.0,474.0,2008
2015,7,832.0,832,1657,2,2.0,483.0,2008
2016,6,827.0,827,1677,2,2.0,627.0,2008
2017,7,836.0,844,1737,2,2.0,506.0,2008
2018,5,984.0,984,984,1,1.0,384.0,2008
2019,5,864.0,864,864,1,1.0,420.0,2008
2020,5,890.0,890,890,1,1.0,308.0,2008
2021,5,864.0,864,864,1,1.0,276.0,2008
2022,6,1430.0,1430,1430,2,2.0,484.0,2008
2023,5,1001.0,1001,1641,2,2.0,490.0,2008
2024,6,930.0,1364,2683,2,2.0,473.0,2008
2025,9,1848.0,1827,2786,2,2.0,636.0,2008
2026,7,1235.0,1245,1245,2,2.0,495.0,2008
2027,6,600.0,600,1200,2,2.0,480.0,2008
2028,7,689.0,703,1392,2,2.0,540.0,2008
2029,6,744.0,757,1549,2,2.0,440.0,2008
2030,9,1614.0,1638,1638,2,2.0,495.0,2008
2031,9,1310.0,1310,1310,1,2.0,545.0,2008
2032,9,1419.0,1419,1419,1,2.0,588.0,2008
2033,9,1557.0,1557,1557,2,2.0,484.0,2008
2034,7,672.0,684,1404,2,2.0,462.0,2008
2035,7,858.0,872,1789,2,2.0,546.0,2008
2036,8,960.0,962,1586,2,2.0,480.0,2008
2037,8,960.0,962,1607,2,2.0,480.0,2008
2038,10,970.0,1469,2393,2,2.0,846.0,2008
2039,8,1230.0,1239,1239,1,2.0,477.0,2008
2040,9,994.0,1599,2944,2,3.0,864.0,2008
2041,8,1426.0,1671,1671,3,2.0,550.0,2008
2042,7,952.0,952,1812,2,2.0,469.0,2008
2043,6,1427.0,1427,1427,2,2.0,516.0,2008
2044,6,1740.0,1740,1740,1,2.0,512.0,2008
2045,7,1620.0,1620,1620,2,2.0,578.0,2008
2046,5,1625.0,1625,1625,2,2.0,484.0,2008
2047,5,732.0,732,1464,1,2.0,470.0,2008
2048,5,912.0,925,925,1,2.0,576.0,2008
2049,5,1728.0,1728,1728,2,2.0,576.0,2008
2050,7,825.0,845,1670,1,2.0,464.0,2008
2051,5,0.0,1014,1014,1,1.0,267.0,2008
2052,5,1114.0,1114,1114,1,2.0,451.0,2008
2053,5,1118.0,1118,1118,1,1.0,264.0,2008
2054,4,348.0,453,906,1,1.0,231.0,2008
2055,5,1296.0,1496,1496,2,2.0,450.0,2008
2056,5,572.0,1337,1337,1,1.0,264.0,2008
2057,5,1036.0,1036,1036,1,1.0,312.0,2008
2058,6,1104.0,1104,1988,2,2.0,480.0,2008
2059,5,1176.0,1176,1176,1,1.0,292.0,2008
2060,5,1248.0,1440,1440,2,1.0,480.0,2008
2061,6,1395.0,1570,1570,1,2.0,441.0,2008
2062,5,1104.0,1104,1104,1,1.0,384.0,2008
2063,5,720.0,882,882,1,1.0,240.0,2008
2064,5,1152.0,1152,1152,1,2.0,636.0,2008
2065,5,984.0,950,950,1,2.0,400.0,2008
2066,6,998.0,1790,1790,2,2.0,540.0,2008
2067,5,0.0,1764,1764,2,1.0,301.0,2008
2068,5,1824.0,1824,1824,2,2.0,484.0,2008
2069,4,0.0,869,869,1,1.0,390.0,2008
2070,5,747.0,747,1159,1,1.0,288.0,2008
2071,4,672.0,672,672,1,1.0,308.0,2008
2072,5,892.0,1254,1436,1,4.0,1488.0,2008
2073,5,912.0,1044,1044,1,2.0,372.0,2008
2074,7,1312.0,1312,1312,1,2.0,495.0,2008
2075,6,1081.0,1081,1081,1,1.0,401.0,2008
2076,5,876.0,876,876,1,2.0,576.0,2008
2077,5,1256.0,1256,1256,1,1.0,311.0,2008
2078,5,1027.0,1027,1027,1,1.0,299.0,2008
2079,6,768.0,819,1320,2,2.0,576.0,2008
2080,6,936.0,984,984,1,1.0,280.0,2008
2081,6,854.0,854,1278,1,1.0,240.0,2008
2082,5,1800.0,1800,1800,2,0.0,0.0,2008
2083,5,768.0,1024,1588,1,2.0,480.0,2008
2084,5,825.0,825,825,1,1.0,350.0,2008
2085,5,1117.0,1117,1117,1,1.0,264.0,2008
2086,6,192.0,1133,1133,1,1.0,308.0,2008
2087,5,780.0,948,1323,1,2.0,400.0,2008
2088,5,680.0,680,1360,1,1.0,330.0,2008
2089,5,672.0,672,672,1,1.0,256.0,2008
2090,6,728.0,728,1456,1,1.0,308.0,2008
2091,4,828.0,828,1594,2,0.0,0.0,2008
2092,4,801.0,1095,1656,2,2.0,440.0,2008
2093,5,936.0,960,1740,1,1.0,225.0,2008
2094,7,931.0,1027,1027,1,0.0,0.0,2008
2095,6,884.0,884,1436,2,2.0,828.0,2008
2096,5,481.0,899,899,1,1.0,200.0,2008
2097,5,684.0,684,1080,1,0.0,0.0,2008
2098,5,904.0,904,1499,1,3.0,869.0,2008
2099,2,407.0,407,407,1,1.0,297.0,2008
2100,3,448.0,1588,1588,2,0.0,0.0,2008
2101,5,797.0,830,1627,2,2.0,420.0,2008
2102,7,624.0,730,1450,1,1.0,288.0,2008
2103,5,346.0,709,1017,1,1.0,308.0,2008
2104,5,973.0,1377,2350,2,2.0,393.0,2008
2105,5,572.0,884,1540,1,0.0,0.0,2008
2106,2,723.0,723,1086,1,2.0,400.0,2008
2107,7,1313.0,1313,2495,2,2.0,342.0,2008
2108,5,984.0,984,984,1,1.0,308.0,2008
2109,4,869.0,1093,1093,1,1.0,308.0,2008
2110,5,1008.0,1143,1143,1,1.0,288.0,2008
2111,7,672.0,1195,1668,1,1.0,252.0,2008
2112,5,1024.0,1144,1738,2,1.0,240.0,2008
2113,5,672.0,832,1210,1,1.0,240.0,2008
2114,6,554.0,736,1290,1,1.0,200.0,2008
2115,6,981.0,1014,1672,1,1.0,240.0,2008
2116,5,949.0,949,949,1,2.0,370.0,2008
2117,6,825.0,825,1497,2,1.0,672.0,2008
2118,6,739.0,874,1342,2,1.0,240.0,2008
2119,6,992.0,1013,1013,1,1.0,160.0,2008
2120,5,565.0,565,1216,1,1.0,355.0,2008
2121,4,1046.1179698216736,896,896,1,1.0,280.0,2008
2122,4,704.0,624,1136,1,1.0,336.0,2008
2123,5,0.0,808,808,1,1.0,164.0,2008
2124,7,989.0,1245,2009,2,2.0,400.0,2008
2125,5,1100.0,1226,1902,2,2.0,576.0,2008
2126,6,810.0,1170,1716,2,2.0,672.0,2008
2127,6,1242.0,1242,1984,2,1.0,360.0,2008
2128,6,796.0,825,1609,1,1.0,228.0,2008
2129,6,768.0,768,768,1,2.0,440.0,2008
2130,6,768.0,768,1536,1,1.0,308.0,2008
2131,6,1272.0,1272,1969,2,2.0,400.0,2008
2132,5,880.0,880,1308,2,2.0,400.0,2008
2133,6,1040.0,1040,1040,1,2.0,320.0,2008
2134,6,768.0,788,1236,2,1.0,384.0,2008
2135,5,451.0,759,759,1,2.0,576.0,2008
2136,3,536.0,808,1344,2,0.0,0.0,2008
2137,5,1046.0,1054,1054,1,1.0,240.0,2008
2138,5,981.0,1075,1075,1,2.0,440.0,2008
2139,6,1008.0,1096,1096,1,2.0,484.0,2008
2140,5,992.0,992,992,1,1.0,294.0,2008
2141,6,450.0,1034,1034,1,2.0,504.0,2008
2142,5,1073.0,1073,1073,1,1.0,270.0,2008
2143,5,1060.0,1126,1126,1,2.0,506.0,2008
2144,5,1300.0,1140,1140,1,2.0,400.0,2008
2145,5,960.0,960,960,1,1.0,300.0,2008
2146,6,988.0,1188,1188,1,2.0,621.0,2008
2147,5,988.0,1721,1721,2,2.0,626.0,2008
2148,5,576.0,864,1350,1,3.0,627.0,2008
2149,5,864.0,904,904,1,3.0,912.0,2008
2150,7,1524.0,1524,1524,2,2.0,478.0,2008
2151,7,570.0,617,1079,1,1.0,249.0,2008
2152,5,1580.0,1518,1518,1,0.0,0.0,2008
2153,5,1509.0,1509,1509,1,1.0,322.0,2008
2154,5,864.0,864,864,1,0.0,0.0,2008
2155,6,621.0,621,1269,1,1.0,280.0,2008
2156,6,1077.0,1093,2814,2,2.0,614.0,2008
2157,7,1602.0,1626,1626,2,2.0,534.0,2008
2158,7,812.0,1101,2200,2,2.0,453.0,2008
2159,7,672.0,1302,2037,2,2.0,472.0,2008
2160,7,628.0,628,1356,2,2.0,484.0,2008
2161,8,1615.0,1615,1615,2,3.0,864.0,2008
2162,9,2271.0,2276,2276,2,3.0,1348.0,2008
2163,9,1751.0,1766,1766,2,3.0,874.0,2008
2164,8,1401.0,1511,1511,2,3.0,811.0,2008
2165,6,1182.0,1643,1643,2,2.0,438.0,2008
2166,5,990.0,990,990,1,2.0,528.0,2008
2167,7,1418.0,1418,1418,2,2.0,558.0,2008
2168,6,864.0,872,1771,2,2.0,600.0,2008
2169,7,782.0,782,1652,2,2.0,532.0,2008
2170,7,928.0,928,1823,2,2.0,626.0,2008
2171,5,864.0,1174,1174,1,2.0,528.0,2008
2172,5,1076.0,1076,1076,1,2.0,576.0,2008
2173,5,864.0,1558,1558,2,2.0,440.0,2008
2174,7,1257.0,1290,2161,2,2.0,570.0,2008
2175,9,1357.0,1366,1947,2,3.0,725.0,2008
2176,8,1778.0,1786,1786,2,3.0,715.0,2008
2177,7,1129.0,1129,2327,2,2.0,596.0,2008
2178,8,850.0,886,1764,2,2.0,560.0,2008
2179,6,848.0,848,848,1,2.0,420.0,2008
2180,6,1838.0,1838,1838,2,3.0,721.0,2008
2181,7,1445.0,1445,1445,2,2.0,470.0,2008
2182,7,1564.0,1564,1564,2,3.0,814.0,2008
2183,7,1351.0,1361,1361,2,2.0,610.0,2008
2184,5,1092.0,1092,1092,1,1.0,264.0,2008
2185,5,456.0,1033,1033,1,2.0,504.0,2008
2186,6,1127.0,1127,1127,1,2.0,480.0,2008
2187,6,1029.0,1117,1117,1,2.0,542.0,2008
2188,6,684.0,684,1398,1,2.0,440.0,2008
2189,5,0.0,3820,3820,3,2.0,624.0,2008
2190,4,0.0,1152,1152,2,0.0,0.0,2008
2191,4,0.0,1152,1152,2,0.0,0.0,2008
2192,4,784.0,784,784,1,0.0,0.0,2008
2193,5,585.0,585,1053,1,0.0,0.0,2008
2194,5,0.0,929,1137,1,0.0,0.0,2008
2195,4,911.0,930,930,1,1.0,286.0,2008
2196,4,416.0,1204,1204,1,1.0,312.0,2008
2197,4,949.0,949,1292,1,1.0,205.0,2008
2198,7,1228.0,1424,1424,2,1.0,312.0,2008
2199,6,960.0,960,1920,2,2.0,480.0,2008
2200,6,644.0,672,1316,1,1.0,369.0,2008
2201,6,676.0,676,1264,1,2.0,400.0,2008
2202,8,798.0,798,1512,2,1.0,180.0,2008
2203,6,784.0,819,1603,1,2.0,599.0,2008
2204,5,942.0,1265,1938,2,1.0,240.0,2008
2205,5,884.0,932,1374,1,1.0,225.0,2008
2206,6,1091.0,1091,1091,1,1.0,344.0,2008
2207,8,608.0,983,1873,1,2.0,786.0,2008
2208,7,832.0,1218,2161,2,2.0,506.0,2008
2209,5,1898.0,1898,1898,2,2.0,484.0,2008
2210,6,516.0,516,1032,1,2.0,462.0,2008
2211,6,894.0,919,919,1,1.0,195.0,2008
2212,6,720.0,760,1090,1,1.0,240.0,2008
2213,5,780.0,780,1200,1,0.0,0.0,2008
2214,5,624.0,1092,1656,1,1.0,288.0,2008
2215,5,520.0,912,912,1,1.0,360.0,2008
2216,5,1151.0,1151,1955,2,1.0,356.0,2008
2217,1,0.0,733,733,1,2.0,487.0,2008
2218,4,173.0,825,1361,1,1.0,185.0,2008
2219,4,356.0,671,1049,1,1.0,195.0,2008
2220,4,592.0,432,864,1,1.0,216.0,2008
2221,8,1596.0,1648,1648,2,2.0,525.0,2008
2222,7,1594.0,1646,1646,2,2.0,482.0,2008
2223,7,1840.0,2032,2032,3,3.0,786.0,2008
2224,7,910.0,910,1820,2,3.0,816.0,2008
2225,5,0.0,936,1872,2,2.0,484.0,2008
2226,4,1680.0,1689,1689,2,2.0,432.0,2008
2227,7,1277.0,1501,1501,2,2.0,512.0,2008
2228,8,1518.0,1537,1537,2,3.0,788.0,2008
2229,8,920.0,920,1780,2,2.0,612.0,2008
2230,5,352.0,712,1442,2,2.0,400.0,2008
2231,7,796.0,796,1612,2,3.0,666.0,2008
2232,6,1495.0,1495,1495,2,2.0,438.0,2008
2233,6,1256.0,1256,1256,2,2.0,578.0,2008
2234,8,1432.0,1440,1440,2,2.0,467.0,2008
2235,6,1666.0,1675,1675,2,2.0,435.0,2008
2236,8,1884.0,1728,1728,2,2.0,520.0,2008
2237,8,1964.0,1964,1964,2,3.0,892.0,2008
2238,7,1344.0,1344,1344,2,4.0,784.0,2008
2239,5,1092.0,1092,1092,1,0.0,0.0,2008
2240,6,1189.0,1189,1189,2,2.0,392.0,2008
2241,4,1200.0,1200,1200,1,3.0,850.0,2008
2242,5,1040.0,1040,1040,1,2.0,499.0,2008
2243,5,550.0,925,1475,2,1.0,336.0,2008
2244,4,526.0,526,988,1,1.0,297.0,2008
2245,4,462.0,526,988,1,1.0,297.0,2008
2246,5,1113.0,1160,1160,1,1.0,257.0,2008
2247,6,546.0,546,1092,2,0.0,0.0,2008
2248,5,816.0,816,816,1,1.0,264.0,2008
2249,5,845.0,845,845,1,1.0,264.0,2008
2250,5,864.0,889,889,1,2.0,484.0,2008
2251,5,686.0,1150,1836,2,1.0,288.0,2008
2252,6,1587.0,1587,1587,2,2.0,525.0,2007
2253,6,384.0,754,1384,2,2.0,390.0,2007
2254,6,392.0,924,1694,2,2.0,398.0,2007
2255,6,923.0,947,1714,2,2.0,451.0,2007
2256,7,691.0,691,1553,2,2.0,420.0,2007
2257,6,938.0,957,2299,3,2.0,482.0,2007
2258,7,1168.0,1187,1187,2,2.0,420.0,2007
2259,6,903.0,910,1642,2,2.0,392.0,2007
2260,6,1302.0,1128,1128,1,2.0,480.0,2007
2261,8,1166.0,1179,1179,2,2.0,480.0,2007
2262,8,1312.0,1321,1321,1,2.0,484.0,2007
2263,8,1149.0,1164,2541,3,3.0,729.0,2007
2264,9,2660.0,2338,2338,2,3.0,1110.0,2007
2265,5,1100.0,1424,1424,1,3.0,828.0,2007
2266,9,1612.0,1612,1612,2,2.0,556.0,2007
2267,8,2220.0,2234,2234,1,2.0,724.0,2007
2268,10,1742.0,2042,2042,2,3.0,724.0,2007
2269,6,1284.0,1284,1284,2,2.0,480.0,2007
2270,7,725.0,725,1479,2,2.0,484.0,2007
2271,7,1529.0,1664,1664,2,2.0,663.0,2007
2272,7,780.0,1085,1930,2,2.0,481.0,2007
2273,6,1153.0,1177,1177,2,2.0,495.0,2007
2274,6,1259.0,1353,1353,2,2.0,478.0,2007
2275,6,1625.0,1220,1220,2,2.0,944.0,2007
2276,7,1228.0,1324,1324,2,2.0,585.0,2007
2277,6,1084.0,1084,1877,2,2.0,488.0,2007
2278,5,925.0,1422,1422,1,2.0,576.0,2007
2279,5,914.0,914,914,1,1.0,368.0,2007
2280,4,914.0,914,914,1,1.0,270.0,2007
2281,6,1337.0,1337,1337,2,2.0,511.0,2007
2282,6,1405.0,1337,1337,2,2.0,522.0,2007
2283,6,525.0,525,1092,1,1.0,264.0,2007
2284,6,672.0,672,1218,1,1.0,264.0,2007
2285,7,1061.0,1055,1055,2,1.0,319.0,2007
2286,5,988.0,988,988,1,1.0,360.0,2007
2287,9,1790.0,1816,1816,2,3.0,730.0,2007
2288,8,1694.0,1694,1694,2,3.0,856.0,2007
2289,8,2108.0,2122,2122,2,3.0,938.0,2007
2290,9,1934.0,1943,2656,2,3.0,1040.0,2007
2291,8,1108.0,1148,2550,2,3.0,670.0,2007
2292,10,1994.0,2046,2046,2,3.0,878.0,2007
2293,9,2552.0,2552,2552,2,3.0,932.0,2007
2294,9,1704.0,1722,2758,2,3.0,814.0,2007
2295,10,2320.0,2290,2290,2,3.0,1174.0,2007
2296,8,1582.0,1582,2152,2,2.0,728.0,2007
2297,8,918.0,958,2100,2,3.0,786.0,2007
2298,9,1802.0,1802,1802,2,3.0,843.0,2007
2299,8,1706.0,1718,2956,2,3.0,916.0,2007
2300,8,1317.0,1217,2385,2,3.0,818.0,2007
2301,8,895.0,895,1818,2,3.0,774.0,2007
2302,7,1614.0,1614,1614,2,3.0,878.0,2007
2303,8,1721.0,1721,1721,2,2.0,554.0,2007
2304,8,1298.0,1298,1828,2,3.0,876.0,2007
2305,6,1302.0,1302,1302,1,2.0,631.0,2007
2306,6,1302.0,1302,1302,1,2.0,631.0,2007
2307,6,1362.0,1362,1362,2,2.0,460.0,2007
2308,8,1554.0,1554,1554,2,2.0,627.0,2007
2309,9,1577.0,1577,1577,2,2.0,564.0,2007
2310,8,1324.0,1324,1324,2,2.0,550.0,2007
2311,7,1405.0,1405,1405,2,2.0,478.0,2007
2312,6,768.0,768,1496,3,2.0,572.0,2007
2313,6,768.0,768,1536,2,2.0,400.0,2007
2314,7,608.0,608,1458,2,2.0,454.0,2007
2315,6,738.0,738,1495,2,2.0,440.0,2007
2316,6,698.0,698,1746,2,3.0,350.0,2007
2317,6,1326.0,1326,1326,2,2.0,388.0,2007
2318,6,752.0,752,1504,2,2.0,440.0,2007
2319,7,728.0,728,1456,2,2.0,400.0,2007
2320,7,1246.0,1258,1258,2,2.0,462.0,2007
2321,8,1406.0,1589,1589,2,3.0,630.0,2007
2322,7,1266.0,1266,1266,2,2.0,388.0,2007
2323,7,835.0,1119,1119,2,2.0,437.0,2007
2324,7,384.0,744,1374,2,2.0,400.0,2007
2325,7,1510.0,1525,1525,2,2.0,534.0,2007
2326,7,384.0,754,1394,2,2.0,400.0,2007
2327,7,847.0,847,1948,2,2.0,434.0,2007
2328,7,854.0,864,1995,2,2.0,435.0,2007
2329,6,915.0,940,1690,2,2.0,442.0,2007
2330,6,941.0,961,1644,2,2.0,460.0,2007
2331,8,1779.0,1779,2551,2,3.0,925.0,2007
2332,9,1408.0,1671,3078,2,3.0,806.0,2007
2333,8,1389.0,1411,2582,2,3.0,758.0,2007
2334,7,1066.0,1108,2385,2,3.0,600.0,2007
2335,8,1105.0,1105,2202,2,2.0,517.0,2007
2336,8,1325.0,1335,2538,2,3.0,933.0,2007
2337,7,1369.0,1369,1369,2,2.0,605.0,2007
2338,8,1542.0,1542,1542,2,3.0,852.0,2007
2339,8,1524.0,1534,1534,2,2.0,484.0,2007
2340,10,1966.0,1966,1966,2,3.0,1092.0,2007
2341,7,1528.0,1528,1528,3,2.0,480.0,2007
2342,8,1538.0,1538,1538,2,2.0,484.0,2007
2343,7,1494.0,1506,1506,2,2.0,672.0,2007
2344,7,982.0,982,1977,2,3.0,574.0,2007
2345,8,1302.0,1302,1830,2,3.0,859.0,2007
2346,8,1338.0,1338,1338,2,2.0,598.0,2007
2347,7,1335.0,1335,1335,2,2.0,575.0,2007
2348,8,896.0,896,1792,2,2.0,590.0,2007
2349,5,725.0,725,1588,3,2.0,561.0,2007
2350,8,955.0,955,1880,2,3.0,880.0,2007
2351,8,1574.0,1584,1584,2,2.0,594.0,2007
2352,8,1685.0,1685,1685,2,3.0,658.0,2007
2353,6,1158.0,1158,2443,2,3.0,744.0,2007
2354,6,1100.0,1100,1100,1,0.0,0.0,2007
2355,7,1143.0,1143,1143,1,0.0,0.0,2007
2356,5,1094.0,1094,1094,1,2.0,576.0,2007
2357,7,1461.0,1486,1486,2,2.0,566.0,2007
2358,6,864.0,920,1820,2,2.0,492.0,2007
2359,6,630.0,630,1266,1,1.0,283.0,2007
2360,5,894.0,894,894,1,1.0,308.0,2007
2361,5,1040.0,1040,1040,1,2.0,686.0,2007
2362,7,1223.0,1271,2503,2,2.0,564.0,2007
2363,5,1037.0,1037,1037,1,2.0,431.0,2007
2364,6,1044.0,1055,1055,1,2.0,542.0,2007
2365,8,1378.0,1378,1378,2,2.0,540.0,2007
2366,8,1141.0,1151,1151,2,2.0,484.0,2007
2367,8,1511.0,1565,1565,2,2.0,476.0,2007
2368,7,1352.0,1352,1352,2,2.0,466.0,2007
2369,8,1550.0,1550,1550,2,2.0,528.0,2007
2370,6,744.0,757,1501,2,2.0,440.0,2007
2371,6,756.0,769,1573,2,2.0,440.0,2007
2372,7,1339.0,1358,1358,2,2.0,625.0,2007
2373,8,1054.0,1072,2048,2,2.0,552.0,2007
2374,8,1220.0,1220,2362,2,2.0,1105.0,2007
2375,8,1494.0,1494,1494,1,2.0,478.0,2007
2376,7,2002.0,2362,2362,2,2.0,546.0,2007
2377,8,2461.0,2497,2497,2,2.0,676.0,2007
2378,6,912.0,1152,1152,1,2.0,412.0,2007
2379,6,1008.0,1403,2411,2,2.0,570.0,2007
2380,6,973.0,1082,1082,1,2.0,480.0,2007
2381,6,1295.0,1295,1295,1,2.0,528.0,2007
2382,7,1124.0,1610,1610,2,2.0,515.0,2007
2383,7,1594.0,1594,1594,2,2.0,472.0,2007
2384,7,1148.0,1091,2075,2,2.0,473.0,2007
2385,6,1093.0,1093,1093,2,2.0,484.0,2007
2386,6,1052.0,1052,1052,1,1.0,311.0,2007
2387,5,949.0,1107,1107,1,1.0,308.0,2007
2388,4,0.0,1224,1224,2,3.0,530.0,2007
2389,5,894.0,1074,1074,1,2.0,396.0,2007
2390,5,864.0,1187,1187,1,2.0,440.0,2007
2391,5,964.0,964,964,1,2.0,784.0,2007
2392,5,894.0,894,894,1,1.0,312.0,2007
2393,7,1174.0,1200,1200,2,2.0,440.0,2007
2394,6,1042.0,1042,1042,2,2.0,440.0,2007
2395,6,845.0,845,2154,2,2.0,539.0,2007
2396,6,1130.0,1374,1374,1,1.0,286.0,2007
2397,6,1592.0,1652,1652,1,2.0,510.0,2007
2398,5,822.0,908,908,1,2.0,512.0,2007
2399,3,666.0,666,666,1,0.0,0.0,2007
2400,3,370.0,442,670,1,0.0,0.0,2007
2401,5,808.0,808,808,1,1.0,308.0,2007
2402,5,1078.0,1150,1150,1,1.0,288.0,2007
2403,5,1560.0,1560,1560,2,3.0,792.0,2007
2404,5,793.0,1280,1280,2,2.0,432.0,2007
2405,6,1218.0,1254,1254,1,2.0,525.0,2007
2406,6,936.0,936,936,1,1.0,315.0,2007
2407,5,1008.0,1008,1008,1,1.0,308.0,2007
2408,5,1053.0,1053,1053,1,2.0,692.0,2007
2409,5,1144.0,1144,1144,1,1.0,336.0,2007
2410,6,1331.0,1721,1721,1,2.0,464.0,2007
2411,5,922.0,922,922,1,1.0,308.0,2007
2412,5,1204.0,1411,1411,1,1.0,310.0,2007
2413,5,1216.0,1216,1216,1,1.0,336.0,2007
2414,5,864.0,1154,1154,1,1.0,336.0,2007
2415,5,1560.0,1560,1560,2,2.0,484.0,2007
2416,6,948.0,948,948,1,2.0,410.0,2007
2417,6,1040.0,1040,1040,1,1.0,293.0,2007
2418,5,925.0,925,925,1,1.0,252.0,2007
2419,4,1190.0,1040,1540,1,1.0,352.0,2007
2420,5,923.0,925,925,1,1.0,390.0,2007
2421,4,1105.0,1647,1647,1,1.0,280.0,2007
2422,5,924.0,924,924,1,1.0,420.0,2007
2423,4,925.0,1000,1544,2,0.0,0.0,2007
2424,5,1216.0,1216,1728,1,1.0,371.0,2007
2425,5,666.0,1308,3086,3,3.0,1200.0,2007
2426,4,1151.0,845,1281,2,2.0,580.0,2007
2427,5,736.0,751,1534,1,0.0,0.0,2007
2428,7,725.0,1035,1651,2,1.0,276.0,2007
2429,5,920.0,888,888,1,1.0,240.0,2007
2430,6,952.0,952,952,1,1.0,288.0,2007
2431,5,864.0,1238,1238,1,1.0,357.0,2007
2432,5,1040.0,1040,1040,1,1.0,286.0,2007
2433,5,1170.0,1170,1170,1,1.0,338.0,2007
2434,5,1242.0,1242,1242,1,1.0,324.0,2007
2435,5,1377.0,1377,1377,1,1.0,351.0,2007
2436,5,0.0,925,925,1,1.0,300.0,2007
2437,5,864.0,864,864,1,1.0,294.0,2007
2438,5,896.0,936,936,1,1.0,288.0,2007
2439,5,850.0,960,960,1,2.0,576.0,2007
2440,6,845.0,866,1296,1,2.0,576.0,2007
2441,5,1022.0,1022,1022,1,1.0,184.0,2007
2442,5,967.0,967,967,1,1.0,180.0,2007
2443,5,808.0,1072,1072,1,2.0,379.0,2007
2444,5,680.0,680,1174,1,2.0,576.0,2007
2445,4,570.0,761,1141,1,1.0,252.0,2007
2446,4,1075.0,1156,1798,2,2.0,342.0,2007
2447,8,725.0,909,1772,2,2.0,816.0,2007
2448,6,728.0,914,1642,1,1.0,374.0,2007
2449,5,616.0,616,1232,1,2.0,480.0,2007
2450,6,926.0,991,1650,2,2.0,468.0,2007
2451,5,687.0,687,1358,1,1.0,336.0,2007
2452,7,819.0,1312,2454,2,2.0,576.0,2007
2453,4,0.0,968,968,1,1.0,331.0,2007
2454,4,0.0,1382,1382,2,1.0,384.0,2007
